worker_id,zone_id,week_start_date,zone_tier_code,tenure_days,vehicle_risk_factor,is_full_time,avg_active_hours_per_week,historical_weekly_income,weekly_total_rainfall_mm,weekly_max_temp_celsius,weekly_avg_aqi,zone_closure_days_count,is_monsoon,zone_disruption_risk_index,monsoon_loading,target_dynamic_weekly_premium
W_609c85a6fdc90054,ZONE_HYD_01,2026-07-06,1,62,1.05,1,52.2,5447.71,6.2,33.3,165.28571428571428,0,1,0.1379,1.01,42.24
W_609c85a6fdc90054,ZONE_HYD_01,2026-07-13,1,62,1.05,1,52.2,5447.71,26.8,33.9,155.14285714285714,1,1,0.26,1.045,48.39
W_609c85a6fdc90054,ZONE_HYD_01,2026-07-20,1,62,1.05,1,52.2,5447.71,38.8,30.0,132.85714285714286,0,1,0.1869,1.065,46.45
W_609c85a6fdc90054,ZONE_HYD_01,2026-07-27,1,62,1.05,1,52.2,5447.71,70.5,30.6,137.0,0,1,0.2614,1.118,51.83
W_609c85a6fdc90054,ZONE_HYD_01,2026-08-03,1,62,1.05,1,52.2,5447.71,20.5,30.6,136.28571428571428,0,1,0.1483,1.034,43.63
W_609c85a6fdc90054,ZONE_HYD_01,2026-08-10,1,62,1.05,1,52.2,5447.71,12.6,30.8,137.42857142857142,0,1,0.1314,1.021,42.45
W_609c85a6fdc90054,ZONE_HYD_01,2026-08-17,1,62,1.05,1,52.2,5447.71,18.2,31.5,148.85714285714286,1,1,0.2359,1.03,46.78
W_609c85a6fdc90054,ZONE_HYD_01,2026-08-24,1,62,1.05,1,52.2,5447.71,10.4,30.4,140.14285714285714,0,1,0.1285,1.017,42.18
W_609c85a6fdc90054,ZONE_HYD_01,2026-08-31,1,62,1.05,1,52.2,5447.71,8.8,32.0,159.14285714285714,0,1,0.1392,1.015,42.49
W_609c85a6fdc90054,ZONE_HYD_01,2026-09-07,1,62,1.05,1,52.2,5447.71,26.3,32.2,156.57142857142858,1,1,0.2599,1.044,48.34
W_609c85a6fdc90054,ZONE_HYD_01,2026-09-14,1,62,1.05,1,52.2,5447.71,12.7,33.4,147.5,0,1,0.1392,1.021,42.74
W_792a0e4885181e53,ZONE_BLR_01,2026-06-22,1,136,1.05,1,50.7,5464.52,16.3,30.1,135.25,0,1,0.1381,1.027,42.95
W_792a0e4885181e53,ZONE_BLR_01,2026-06-29,1,136,1.05,1,50.7,5464.52,20.1,29.2,153.85714285714286,1,1,0.244,1.034,47.27
W_792a0e4885181e53,ZONE_BLR_01,2026-07-06,1,136,1.05,1,50.7,5464.52,8.399999999999999,31.8,172.71428571428572,0,1,0.1484,1.014,42.79
W_792a0e4885181e53,ZONE_BLR_01,2026-07-13,1,136,1.05,1,50.7,5464.52,16.8,32.1,124.57142857142856,0,1,0.1312,1.028,42.74
W_792a0e4885181e53,ZONE_BLR_01,2026-07-20,1,136,1.05,1,50.7,5464.52,33.4,29.5,162.85714285714286,1,1,0.2806,1.056,49.7
W_792a0e4885181e53,ZONE_BLR_01,2026-07-27,1,136,1.05,1,50.7,5464.52,28.8,29.7,169.42857142857142,0,1,0.1919,1.048,45.9
W_792a0e4885181e53,ZONE_BLR_01,2026-08-03,1,136,1.05,1,50.7,5464.52,76.3,28.3,143.0,0,1,0.2789,1.127,52.97
W_792a0e4885181e53,ZONE_BLR_01,2026-08-10,1,136,1.05,1,50.7,5464.52,19.9,30.7,129.0,0,1,0.1415,1.033,43.33
W_792a0e4885181e53,ZONE_BLR_01,2026-08-17,1,136,1.05,1,50.7,5464.52,31.4,29.9,146.57142857142858,1,1,0.2639,1.052,48.86
W_792a0e4885181e53,ZONE_BLR_01,2026-08-24,1,136,1.05,1,50.7,5464.52,35.7,28.8,167.14285714285714,0,1,0.2057,1.06,46.97
W_792a0e4885181e53,ZONE_BLR_01,2026-08-31,1,136,1.05,1,50.7,5464.52,13.2,30.8,142.71428571428572,1,1,0.2201,1.022,45.83
W_792a0e4885181e53,ZONE_BLR_01,2026-09-07,1,136,1.05,1,50.7,5464.52,8.5,31.0,128.28571428571428,0,1,0.1153,1.014,41.56
W_792a0e4885181e53,ZONE_BLR_01,2026-09-14,1,136,1.05,1,50.7,5464.52,33.1,30.8,137.5,0,1,0.1776,1.055,45.66
W_3977fff286ddbad0,ZONE_HYD_01,2026-06-22,1,418,1.0,1,50.8,5822.74,21.8,32.6,156.25,1,1,0.2496,1.036,45.31
W_3977fff286ddbad0,ZONE_HYD_01,2026-06-29,1,418,1.0,1,50.8,5822.74,35.9,29.8,132.14285714285714,0,1,0.1799,1.06,43.77
W_3977fff286ddbad0,ZONE_HYD_01,2026-07-06,1,418,1.0,1,50.8,5822.74,6.2,33.3,165.28571428571428,0,1,0.1379,1.01,40.22
W_3977fff286ddbad0,ZONE_HYD_01,2026-07-13,1,418,1.0,1,50.8,5822.74,26.8,33.9,155.14285714285714,1,1,0.26,1.045,46.08
W_3977fff286ddbad0,ZONE_HYD_01,2026-07-20,1,418,1.0,1,50.8,5822.74,38.8,30.0,132.85714285714286,0,1,0.1869,1.065,44.24
W_3977fff286ddbad0,ZONE_HYD_01,2026-07-27,1,418,1.0,1,50.8,5822.74,70.5,30.6,137.0,0,1,0.2614,1.118,49.36
W_3977fff286ddbad0,ZONE_HYD_01,2026-08-03,1,418,1.0,1,50.8,5822.74,20.5,30.6,136.28571428571428,0,1,0.1483,1.034,41.56
W_3977fff286ddbad0,ZONE_HYD_01,2026-08-10,1,418,1.0,1,50.8,5822.74,12.6,30.8,137.42857142857142,0,1,0.1314,1.021,40.43
W_3977fff286ddbad0,ZONE_HYD_01,2026-08-17,1,418,1.0,1,50.8,5822.74,18.2,31.5,148.85714285714286,1,1,0.2359,1.03,44.55
W_3977fff286ddbad0,ZONE_HYD_01,2026-08-24,1,418,1.0,1,50.8,5822.74,10.4,30.4,140.14285714285714,0,1,0.1285,1.017,40.17
W_3977fff286ddbad0,ZONE_HYD_01,2026-08-31,1,418,1.0,1,50.8,5822.74,8.8,32.0,159.14285714285714,0,1,0.1392,1.015,40.47
W_3977fff286ddbad0,ZONE_HYD_01,2026-09-07,1,418,1.0,1,50.8,5822.74,26.3,32.2,156.57142857142858,1,1,0.2599,1.044,46.04
W_3977fff286ddbad0,ZONE_HYD_01,2026-09-14,1,418,1.0,1,50.8,5822.74,12.7,33.4,147.5,0,1,0.1392,1.021,40.71
W_dd2424a5de7ce13b,ZONE_MAA_01,2026-06-22,1,59,1.0,0,27.1,2772.62,33.7,37.6,159.25,0,1,0.1953,1.056,44.18
W_dd2424a5de7ce13b,ZONE_MAA_01,2026-06-29,1,59,1.0,0,27.1,2772.62,11.8,38.4,123.0,0,1,0.1188,1.02,39.94
W_dd2424a5de7ce13b,ZONE_MAA_01,2026-07-06,1,59,1.0,0,27.1,2772.62,9.3,39.2,163.28571428571428,1,1,0.2267,1.016,43.62
W_dd2424a5de7ce13b,ZONE_MAA_01,2026-07-13,1,59,1.0,0,27.1,2772.62,11.3,38.7,141.57142857142858,0,1,0.1316,1.019,40.36
W_dd2424a5de7ce13b,ZONE_MAA_01,2026-07-20,1,59,1.0,0,27.1,2772.62,35.6,36.4,131.57142857142858,0,1,0.1788,1.059,43.69
W_dd2424a5de7ce13b,ZONE_MAA_01,2026-07-27,1,59,1.0,0,27.1,2772.62,26.0,37.6,145.14285714285714,0,1,0.1674,1.043,42.62
W_dd2424a5de7ce13b,ZONE_MAA_01,2026-08-03,1,59,1.0,0,27.1,2772.62,38.5,34.8,150.71428571428572,0,1,0.1997,1.064,44.68
W_dd2424a5de7ce13b,ZONE_MAA_01,2026-08-10,1,59,1.0,0,27.1,2772.62,15.6,35.5,153.57142857142858,1,1,0.2336,1.026,44.3
W_dd2424a5de7ce13b,ZONE_MAA_01,2026-08-17,1,59,1.0,0,27.1,2772.62,29.4,36.3,143.71428571428572,0,1,0.1739,1.049,43.1
W_dd2424a5de7ce13b,ZONE_MAA_01,2026-08-24,1,59,1.0,0,27.1,2772.62,15.1,36.6,144.14285714285714,1,1,0.2254,1.025,43.96
W_dd2424a5de7ce13b,ZONE_MAA_01,2026-08-31,1,59,1.0,0,27.1,2772.62,13.1,35.6,156.85714285714286,1,1,0.2305,1.022,44.01
W_dd2424a5de7ce13b,ZONE_MAA_01,2026-09-07,1,59,1.0,0,27.1,2772.62,23.3,35.6,136.57142857142858,0,1,0.1549,1.039,42.0
W_dd2424a5de7ce13b,ZONE_MAA_01,2026-09-14,1,59,1.0,0,27.1,2772.62,27.4,36.0,152.75,1,1,0.2595,1.046,46.11
W_09f1c178b8d4ab95,ZONE_MAA_01,2026-06-22,1,125,1.0,0,27.2,2750.94,33.7,37.6,159.25,0,1,0.1953,1.056,44.18
W_09f1c178b8d4ab95,ZONE_MAA_01,2026-06-29,1,125,1.0,0,27.2,2750.94,11.8,38.4,123.0,0,1,0.1188,1.02,39.94
W_09f1c178b8d4ab95,ZONE_MAA_01,2026-07-06,1,125,1.0,0,27.2,2750.94,9.3,39.2,163.28571428571428,1,1,0.2267,1.016,43.62
W_09f1c178b8d4ab95,ZONE_MAA_01,2026-07-13,1,125,1.0,0,27.2,2750.94,11.3,38.7,141.57142857142858,0,1,0.1316,1.019,40.36
W_09f1c178b8d4ab95,ZONE_MAA_01,2026-07-20,1,125,1.0,0,27.2,2750.94,35.6,36.4,131.57142857142858,0,1,0.1788,1.059,43.69
W_09f1c178b8d4ab95,ZONE_MAA_01,2026-07-27,1,125,1.0,0,27.2,2750.94,26.0,37.6,145.14285714285714,0,1,0.1674,1.043,42.62
W_09f1c178b8d4ab95,ZONE_MAA_01,2026-08-03,1,125,1.0,0,27.2,2750.94,38.5,34.8,150.71428571428572,0,1,0.1997,1.064,44.68
W_09f1c178b8d4ab95,ZONE_MAA_01,2026-08-10,1,125,1.0,0,27.2,2750.94,15.6,35.5,153.57142857142858,1,1,0.2336,1.026,44.3
W_09f1c178b8d4ab95,ZONE_MAA_01,2026-08-17,1,125,1.0,0,27.2,2750.94,29.4,36.3,143.71428571428572,0,1,0.1739,1.049,43.1
W_09f1c178b8d4ab95,ZONE_MAA_01,2026-08-24,1,125,1.0,0,27.2,2750.94,15.1,36.6,144.14285714285714,1,1,0.2254,1.025,43.96
W_09f1c178b8d4ab95,ZONE_MAA_01,2026-08-31,1,125,1.0,0,27.2,2750.94,13.1,35.6,156.85714285714286,1,1,0.2305,1.022,44.01
W_09f1c178b8d4ab95,ZONE_MAA_01,2026-09-07,1,125,1.0,0,27.2,2750.94,23.3,35.6,136.57142857142858,0,1,0.1549,1.039,42.0
W_09f1c178b8d4ab95,ZONE_MAA_01,2026-09-14,1,125,1.0,0,27.2,2750.94,27.4,36.0,152.75,1,1,0.2595,1.046,46.11
W_45d2919c6d443325,ZONE_HYD_01,2026-06-22,1,128,1.0,0,22.4,2555.82,21.8,32.6,156.25,1,1,0.2496,1.036,45.31
W_45d2919c6d443325,ZONE_HYD_01,2026-06-29,1,128,1.0,0,22.4,2555.82,35.9,29.8,132.14285714285714,0,1,0.1799,1.06,43.77
W_45d2919c6d443325,ZONE_HYD_01,2026-07-06,1,128,1.0,0,22.4,2555.82,6.2,33.3,165.28571428571428,0,1,0.1379,1.01,40.22
W_45d2919c6d443325,ZONE_HYD_01,2026-07-13,1,128,1.0,0,22.4,2555.82,26.8,33.9,155.14285714285714,1,1,0.26,1.045,46.08
W_45d2919c6d443325,ZONE_HYD_01,2026-07-20,1,128,1.0,0,22.4,2555.82,38.8,30.0,132.85714285714286,0,1,0.1869,1.065,44.24
W_45d2919c6d443325,ZONE_HYD_01,2026-07-27,1,128,1.0,0,22.4,2555.82,70.5,30.6,137.0,0,1,0.2614,1.118,49.36
W_45d2919c6d443325,ZONE_HYD_01,2026-08-03,1,128,1.0,0,22.4,2555.82,20.5,30.6,136.28571428571428,0,1,0.1483,1.034,41.56
W_45d2919c6d443325,ZONE_HYD_01,2026-08-10,1,128,1.0,0,22.4,2555.82,12.6,30.8,137.42857142857142,0,1,0.1314,1.021,40.43
W_45d2919c6d443325,ZONE_HYD_01,2026-08-17,1,128,1.0,0,22.4,2555.82,18.2,31.5,148.85714285714286,1,1,0.2359,1.03,44.55
W_45d2919c6d443325,ZONE_HYD_01,2026-08-24,1,128,1.0,0,22.4,2555.82,10.4,30.4,140.14285714285714,0,1,0.1285,1.017,40.17
