order_batch_id,worker_id,zone_id,week_start_date,orders_completed,orders_cancelled,baseline_expected_weekly_income,actual_weekly_earnings,earnings_loss_amount,total_distance_km,disruption_impact_ratio,city,zone_tier,persona_category,vehicle_type,vulnerability_score,tenure_days,work_pattern_type,avg_active_hours_per_week,avg_active_days_per_month,historical_weekly_income,rating,zone_tier_code,vehicle_risk_factor,is_full_time,weekly_total_rainfall_mm,weekly_max_rainfall_mm,weekly_max_temp_celsius,weekly_avg_temp_celsius,weekly_max_wind_kmph,weekly_avg_aqi,curfew_days_count,strike_days_count,zone_closure_days_count,has_festival,is_monsoon,zone_disruption_risk_index,monsoon_loading,target_dynamic_weekly_premium
ORD_50010,W_a4520496518a7d6c,ZONE_MAA_01,2026-08-31,33,1,2413.93,2479.04,0.0,187.8,0.0,Chennai,Metro,Q_Commerce,Scooter,1.0,57,Part-Time,24.2,13,2413.93,4.61,1,1.0,0,13.1,3.6,35.6,34.41428571428571,16.9,156.85714285714286,1,0,1,1,1,0.2305,1.022,44.01
ORD_50011,W_a4520496518a7d6c,ZONE_MAA_01,2026-09-07,31,1,2413.93,2389.88,24.05,187.8,0.0,Chennai,Metro,Q_Commerce,Scooter,1.0,57,Part-Time,24.2,13,2413.93,4.61,1,1.0,0,23.3,11.4,35.6,34.214285714285715,14.8,136.57142857142858,0,0,0,0,1,0.1549,1.039,42.0
ORD_50012,W_a4520496518a7d6c,ZONE_MAA_01,2026-09-14,27,2,2413.93,2032.65,381.28,150.8,0.15,Chennai,Metro,Q_Commerce,Scooter,1.0,57,Part-Time,24.2,13,2413.93,4.61,1,1.0,0,27.4,22.7,36.0,33.525,13.4,152.75,0,1,1,0,1,0.2595,1.046,46.11
ORD_50013,W_902772cd82a60735,ZONE_DEL_01,2026-06-22,62,3,4668.72,4661.19,7.53,367.2,0.0,Delhi_NCR,Metro,Food_Delivery,Scooter,1.0,59,Full-Time,42.7,25,4668.72,4.53,1,1.0,1,4.0,1.2,41.9,40.425,14.3,188.25,0,0,0,1,1,0.1502,1.007,40.54
ORD_50014,W_902772cd82a60735,ZONE_DEL_01,2026-06-29,54,5,4668.72,4105.93,562.79,201.7,0.155,Delhi_NCR,Metro,Food_Delivery,Scooter,1.0,59,Full-Time,42.7,25,4668.72,4.53,1,1.0,1,20.0,6.8,41.7,35.84285714285714,14.4,157.71428571428572,0,0,0,0,1,0.1633,1.033,42.06
ORD_50015,W_902772cd82a60735,ZONE_DEL_01,2026-07-06,10,3,4668.72,784.33,3884.39,56.4,0.837,Delhi_NCR,Metro,Food_Delivery,Scooter,1.0,59,Full-Time,42.7,25,4668.72,4.53,1,1.0,1,122.9,99.8,36.7,32.9,18.9,156.0,1,0,2,0,1,0.5602,1.205,65.8
ORD_50016,W_902772cd82a60735,ZONE_DEL_01,2026-07-13,60,3,4668.72,4529.08,139.64,340.4,0.0,Delhi_NCR,Metro,Food_Delivery,Scooter,1.0,59,Full-Time,42.7,25,4668.72,4.53,1,1.0,1,9.8,3.7,37.4,36.55714285714286,19.6,129.42857142857142,0,0,0,0,1,0.1191,1.016,39.8
ORD_50017,W_902772cd82a60735,ZONE_DEL_01,2026-07-20,44,5,4668.72,3301.94,1366.78,267.1,0.278,Delhi_NCR,Metro,Food_Delivery,Scooter,1.0,59,Full-Time,42.7,25,4668.72,4.53,1,1.0,1,74.3,31.9,33.7,31.8,16.5,132.71428571428572,0,0,0,0,1,0.2667,1.124,49.83
ORD_50018,W_902772cd82a60735,ZONE_DEL_01,2026-07-27,59,2,4668.72,4458.56,210.16,230.4,0.0,Delhi_NCR,Metro,Food_Delivery,Scooter,1.0,59,Full-Time,42.7,25,4668.72,4.53,1,1.0,1,51.900000000000006,19.5,35.3,32.94285714285714,14.4,172.57142857142858,0,0,0,0,1,0.2462,1.086,47.37
ORD_50019,W_902772cd82a60735,ZONE_DEL_01,2026-08-03,24,5,4668.72,1846.29,2822.43,125.8,0.608,Delhi_NCR,Metro,Food_Delivery,Scooter,1.0,59,Full-Time,42.7,25,4668.72,4.53,1,1.0,1,132.8,58.3,33.8,31.17142857142857,15.8,126.57142857142856,0,0,1,0,1,0.4771,1.221,63.12
ORD_50020,W_902772cd82a60735,ZONE_DEL_01,2026-08-10,59,2,4668.72,4443.21,225.51,359.5,0.0,Delhi_NCR,Metro,Food_Delivery,Scooter,1.0,59,Full-Time,42.7,25,4668.72,4.53,1,1.0,1,45.8,12.5,34.4,32.614285714285714,11.1,170.42857142857142,0,0,0,1,1,0.2309,1.076,46.36
ORD_50021,W_902772cd82a60735,ZONE_DEL_01,2026-08-17,50,4,4668.72,3787.69,881.03,194.3,0.15,Delhi_NCR,Metro,Food_Delivery,Scooter,1.0,59,Full-Time,42.7,25,4668.72,4.53,1,1.0,1,34.3,8.2,33.6,33.15714285714286,11.7,140.0,1,0,1,0,1,0.2655,1.057,46.82
ORD_50022,W_902772cd82a60735,ZONE_DEL_01,2026-08-24,59,2,4668.72,4441.83,226.89,296.8,0.0,Delhi_NCR,Metro,Food_Delivery,Scooter,1.0,59,Full-Time,42.7,25,4668.72,4.53,1,1.0,1,24.5,13.5,34.9,33.44285714285714,13.9,168.0,0,0,0,1,1,0.1811,1.041,43.03
ORD_50023,W_902772cd82a60735,ZONE_DEL_01,2026-08-31,57,4,4668.72,4319.8,348.92,326.1,0.09,Delhi_NCR,Metro,Food_Delivery,Scooter,1.0,59,Full-Time,42.7,25,4668.72,4.53,1,1.0,1,76.6,23.5,34.4,31.24285714285714,13.1,145.57142857142858,0,0,0,1,1,0.2815,1.128,50.59
ORD_50024,W_902772cd82a60735,ZONE_DEL_01,2026-09-07,59,2,4668.72,4441.48,227.24,292.8,0.0,Delhi_NCR,Metro,Food_Delivery,Scooter,1.0,59,Full-Time,42.7,25,4668.72,4.53,1,1.0,1,19.1,8.7,34.4,32.471428571428575,14.1,142.0,0,0,0,0,1,0.1495,1.032,41.52
ORD_50025,W_902772cd82a60735,ZONE_DEL_01,2026-09-14,61,3,4668.72,4649.84,18.88,295.7,0.0,Delhi_NCR,Metro,Food_Delivery,Scooter,1.0,59,Full-Time,42.7,25,4668.72,4.53,1,1.0,1,7.6,3.7,35.0,33.05,14.4,149.0,0,0,0,0,1,0.1288,1.013,40.02
ORD_50026,W_d55c074973f02352,ZONE_MAA_01,2026-06-22,73,3,5778.8,5531.59,247.21,390.4,0.0,Chennai,Metro,Q_Commerce,Scooter,1.0,132,Full-Time,57.1,29,5778.8,4.47,1,1.0,1,33.7,24.5,37.6,36.225,17.3,159.25,0,0,0,1,1,0.1953,1.056,44.18
ORD_50027,W_d55c074973f02352,ZONE_MAA_01,2026-06-29,77,3,5778.8,5780.66,0.0,428.6,0.0,Chennai,Metro,Q_Commerce,Scooter,1.0,132,Full-Time,57.1,29,5778.8,4.47,1,1.0,1,11.8,5.8,38.4,35.55714285714286,23.0,123.0,0,0,0,0,1,0.1188,1.02,39.94
ORD_50028,W_d55c074973f02352,ZONE_MAA_01,2026-07-06,65,6,5778.8,4904.75,874.05,253.7,0.15,Chennai,Metro,Q_Commerce,Scooter,1.0,132,Full-Time,57.1,29,5778.8,4.47,1,1.0,1,9.3,5.2,39.2,37.55714285714286,26.3,163.28571428571428,1,0,1,0,1,0.2267,1.016,43.62
ORD_50029,W_d55c074973f02352,ZONE_MAA_01,2026-07-13,78,3,5778.8,5864.47,0.0,309.3,0.0,Chennai,Metro,Q_Commerce,Scooter,1.0,132,Full-Time,57.1,29,5778.8,4.47,1,1.0,1,11.3,4.9,38.7,36.51428571428571,19.1,141.57142857142858,0,0,0,0,1,0.1316,1.019,40.36
ORD_50030,W_d55c074973f02352,ZONE_MAA_01,2026-07-20,70,6,5778.8,5274.72,504.08,360.9,0.12,Chennai,Metro,Q_Commerce,Scooter,1.0,132,Full-Time,57.1,29,5778.8,4.47,1,1.0,1,35.6,10.7,36.4,34.714285714285715,17.5,131.57142857142858,0,0,0,0,1,0.1788,1.059,43.69
ORD_50031,W_d55c074973f02352,ZONE_MAA_01,2026-07-27,74,3,5778.8,5580.7,198.1,451.3,0.0,Chennai,Metro,Q_Commerce,Scooter,1.0,132,Full-Time,57.1,29,5778.8,4.47,1,1.0,1,26.0,8.2,37.6,36.48571428571429,23.1,145.14285714285714,0,0,0,0,1,0.1674,1.043,42.62
ORD_50032,W_d55c074973f02352,ZONE_MAA_01,2026-08-03,77,3,5778.8,5789.41,0.0,284.7,0.0,Chennai,Metro,Q_Commerce,Scooter,1.0,132,Full-Time,57.1,29,5778.8,4.47,1,1.0,1,38.5,6.7,34.8,33.94285714285714,19.7,150.71428571428572,0,0,0,0,1,0.1997,1.064,44.68
ORD_50033,W_d55c074973f02352,ZONE_MAA_01,2026-08-10,78,3,5778.8,5852.09,0.0,326.3,0.0,Chennai,Metro,Q_Commerce,Scooter,1.0,132,Full-Time,57.1,29,5778.8,4.47,1,1.0,1,15.6,9.3,35.5,35.08571428571428,18.4,153.57142857142858,1,0,1,1,1,0.2336,1.026,44.3
ORD_50034,W_d55c074973f02352,ZONE_MAA_01,2026-08-17,79,3,5778.8,5954.3,0.0,450.9,0.0,Chennai,Metro,Q_Commerce,Scooter,1.0,132,Full-Time,57.1,29,5778.8,4.47,1,1.0,1,29.4,12.9,36.3,35.75714285714285,20.7,143.71428571428572,0,0,0,0,1,0.1739,1.049,43.1
ORD_50035,W_d55c074973f02352,ZONE_MAA_01,2026-08-24,80,4,5778.8,6055.57,0.0,388.4,0.0,Chennai,Metro,Q_Commerce,Scooter,1.0,132,Full-Time,57.1,29,5778.8,4.47,1,1.0,1,15.1,7.6,36.6,34.77142857142857,18.4,144.14285714285714,1,0,1,1,1,0.2254,1.025,43.96
ORD_50036,W_d55c074973f02352,ZONE_MAA_01,2026-08-31,76,3,5778.8,5752.77,26.03,420.6,0.0,Chennai,Metro,Q_Commerce,Scooter,1.0,132,Full-Time,57.1,29,5778.8,4.47,1,1.0,1,13.1,3.6,35.6,34.41428571428571,16.9,156.85714285714286,1,0,1,1,1,0.2305,1.022,44.01
ORD_50037,W_d55c074973f02352,ZONE_MAA_01,2026-09-07,74,3,5778.8,5566.41,212.39,368.3,0.0,Chennai,Metro,Q_Commerce,Scooter,1.0,132,Full-Time,57.1,29,5778.8,4.47,1,1.0,1,23.3,11.4,35.6,34.214285714285715,14.8,136.57142857142858,0,0,0,0,1,0.1549,1.039,42.0
ORD_50038,W_d55c074973f02352,ZONE_MAA_01,2026-09-14,65,6,5778.8,4934.7,844.1,243.2,0.15,Chennai,Metro,Q_Commerce,Scooter,1.0,132,Full-Time,57.1,29,5778.8,4.47,1,1.0,1,27.4,22.7,36.0,33.525,13.4,152.75,0,1,1,0,1,0.2595,1.046,46.11
ORD_50039,W_fcefa50963905fbf,ZONE_BOM_01,2026-06-22,38,1,2908.64,2884.78,23.86,220.5,0.0,Mumbai,Metro,Food_Delivery,Bike,1.2,241,Part-Time,29.0,16,2908.64,4.64,1,1.05,0,24.8,11.5,31.1,30.425,15.3,184.0,0,0,0,1,1,0.1938,1.041,45.67
ORD_50040,W_fcefa50963905fbf,ZONE_BOM_01,2026-06-29,5,1,2908.64,418.81,2489.83,18.7,0.85,Mumbai,Metro,Food_Delivery,Bike,1.2,241,Part-Time,29.0,16,2908.64,4.64,1,1.05,0,493.0,136.9,28.6,27.642857142857142,30.3,147.0,0,0,6,0,1,1.0,1.822,79.0
ORD_50041,W_fcefa50963905fbf,ZONE_BOM_01,2026-07-06,8,2,2908.64,654.69,2253.95,30.8,0.783,Mumbai,Metro,Food_Delivery,Bike,1.2,241,Part-Time,29.0,16,2908.64,4.64,1,1.05,0,235.5,131.8,30.2,29.142857142857142,34.6,143.85714285714286,0,0,2,0,1,0.8044,1.392,79.0
ORD_50042,W_fcefa50963905fbf,ZONE_BOM_01,2026-07-13,20,3,2908.64,1509.14,1399.5,103.6,0.46,Mumbai,Metro,Food_Delivery,Bike,1.2,241,Part-Time,29.0,16,2908.64,4.64,1,1.05,0,92.5,33.1,30.6,29.82857142857143,21.8,156.42857142857142,1,0,1,0,1,0.4088,1.154,59.75
ORD_50043,W_fcefa50963905fbf,ZONE_BOM_01,2026-07-20,5,1,2908.64,448.9,2459.74,20.7,0.85,Mumbai,Metro,Food_Delivery,Bike,1.2,241,Part-Time,29.0,16,2908.64,4.64,1,1.05,0,354.8,107.0,29.6,28.74285714285714,34.0,158.42857142857142,0,0,4,0,1,1.0,1.591,79.0
ORD_50044,W_fcefa50963905fbf,ZONE_BOM_01,2026-07-27,16,3,2908.64,1208.0,1700.64,86.8,0.573,Mumbai,Metro,Food_Delivery,Bike,1.2,241,Part-Time,29.0,16,2908.64,4.64,1,1.05,0,120.9,42.9,29.6,28.957142857142856,25.3,151.42857142857142,0,0,0,0,1,0.3856,1.202,61.21
ORD_50045,W_fcefa50963905fbf,ZONE_BOM_01,2026-08-03,19,3,2908.64,1449.71,1458.93,111.0,0.482,Mumbai,Metro,Food_Delivery,Bike,1.2,241,Part-Time,29.0,16,2908.64,4.64,1,1.05,0,76.8,18.7,29.7,29.285714285714285,21.2,139.0,0,0,0,0,1,0.277,1.128,52.94
ORD_50046,W_fcefa50963905fbf,ZONE_BOM_01,2026-08-10,23,3,2908.64,1785.23,1123.41,107.1,0.362,Mumbai,Metro,Food_Delivery,Bike,1.2,241,Part-Time,29.0,16,2908.64,4.64,1,1.05,0,96.6,30.6,29.7,28.61428571428572,19.0,142.57142857142858,0,0,0,1,1,0.3243,1.161,56.5
ORD_50047,W_fcefa50963905fbf,ZONE_BOM_01,2026-08-17,19,3,2908.64,1486.56,1422.08,105.4,0.499,Mumbai,Metro,Food_Delivery,Bike,1.2,241,Part-Time,29.0,16,2908.64,4.64,1,1.05,0,61.0,16.7,29.7,29.228571428571428,20.6,146.28571428571428,1,0,1,0,1,0.3303,1.102,53.88
ORD_50048,W_fcefa50963905fbf,ZONE_BOM_01,2026-08-24,37,1,2908.64,2793.98,114.66,180.1,0.0,Mumbai,Metro,Food_Delivery,Bike,1.2,241,Part-Time,29.0,16,2908.64,4.64,1,1.05,0,36.4,7.6,29.6,29.25714285714286,21.1,134.0,1,0,1,1,1,0.2657,1.061,49.35
ORD_50049,W_fcefa50963905fbf,ZONE_BOM_01,2026-08-31,35,3,2908.64,2651.11,257.53,171.0,0.127,Mumbai,Metro,Food_Delivery,Bike,1.2,241,Part-Time,29.0,16,2908.64,4.64,1,1.05,0,61.0,16.1,29.6,29.042857142857144,18.4,158.28571428571428,0,0,0,1,1,0.256,1.102,50.87
ORD_50050,W_fcefa50963905fbf,ZONE_BOM_01,2026-09-07,40,2,2908.64,3039.61,0.0,197.9,0.0,Mumbai,Metro,Food_Delivery,Bike,1.2,241,Part-Time,29.0,16,2908.64,4.64,1,1.05,0,52.9,25.5,30.0,29.071428571428573,15.3,169.57142857142858,0,0,0,0,1,0.2462,1.088,49.83
ORD_50051,W_fcefa50963905fbf,ZONE_BOM_01,2026-09-14,38,1,2908.64,2877.86,30.78,220.0,0.0,Mumbai,Metro,Food_Delivery,Bike,1.2,241,Part-Time,29.0,16,2908.64,4.64,1,1.05,0,23.3,10.3,30.0,29.625,20.1,162.0,0,0,0,0,1,0.1739,1.039,44.82
ORD_50052,W_e6659cd15e081cc0,ZONE_HYD_01,2026-06-22,93,4,7046.39,7041.45,4.94,444.0,0.0,Hyderabad,Metro,Food_Delivery,Scooter,1.0,371,Full-Time,63.0,27,7046.39,4.75,1,1.0,1,21.8,14.6,32.6,30.65,17.3,156.25,1,0,1,1,1,0.2496,1.036,45.31
ORD_50053,W_e6659cd15e081cc0,ZONE_HYD_01,2026-06-29,93,4,7046.39,7039.56,6.83,538.1,0.0,Hyderabad,Metro,Food_Delivery,Scooter,1.0,371,Full-Time,63.0,27,7046.39,4.75,1,1.0,1,35.9,10.7,29.8,28.357142857142858,25.4,132.14285714285714,0,0,0,0,1,0.1799,1.06,43.77
ORD_50054,W_e6659cd15e081cc0,ZONE_HYD_01,2026-07-06,97,4,7046.39,7280.29,0.0,445.2,0.0,Hyderabad,Metro,Food_Delivery,Scooter,1.0,371,Full-Time,63.0,27,7046.39,4.75,1,1.0,1,6.2,2.2,33.3,32.27142857142857,25.7,165.28571428571428,0,0,0,0,1,0.1379,1.01,40.22
ORD_50055,W_e6659cd15e081cc0,ZONE_HYD_01,2026-07-13,78,7,7046.39,5889.59,1156.8,376.6,0.15,Hyderabad,Metro,Food_Delivery,Scooter,1.0,371,Full-Time,63.0,27,7046.39,4.75,1,1.0,1,26.8,13.6,33.9,31.52857142857143,19.0,155.14285714285714,0,1,1,0,1,0.26,1.045,46.08
ORD_50056,W_e6659cd15e081cc0,ZONE_HYD_01,2026-07-20,94,4,7046.39,7097.67,0.0,389.5,0.0,Hyderabad,Metro,Food_Delivery,Scooter,1.0,371,Full-Time,63.0,27,7046.39,4.75,1,1.0,1,38.8,13.9,30.0,28.61428571428572,25.3,132.85714285714286,0,0,0,0,1,0.1869,1.065,44.24
ORD_50057,W_e6659cd15e081cc0,ZONE_HYD_01,2026-07-27,68,8,7046.39,5143.29,1903.1,299.3,0.269,Hyderabad,Metro,Food_Delivery,Scooter,1.0,371,Full-Time,63.0,27,7046.39,4.75,1,1.0,1,70.5,24.9,30.6,28.585714285714285,24.3,137.0,0,0,0,0,1,0.2614,1.118,49.36
ORD_50058,W_e6659cd15e081cc0,ZONE_HYD_01,2026-08-03,90,4,7046.39,6769.34,277.05,373.0,0.0,Hyderabad,Metro,Food_Delivery,Scooter,1.0,371,Full-Time,63.0,27,7046.39,4.75,1,1.0,1,20.5,9.0,30.6,29.442857142857143,20.0,136.28571428571428,0,0,0,0,1,0.1483,1.034,41.56
ORD_50059,W_e6659cd15e081cc0,ZONE_HYD_01,2026-08-10,98,4,7046.39,7362.97,0.0,423.7,0.0,Hyderabad,Metro,Food_Delivery,Scooter,1.0,371,Full-Time,63.0,27,7046.39,4.75,1,1.0,1,12.6,3.6,30.8,29.82857142857143,19.8,137.42857142857142,0,0,0,1,1,0.1314,1.021,40.43
ORD_50060,W_e6659cd15e081cc0,ZONE_HYD_01,2026-08-17,71,8,7046.39,5382.31,1664.08,336.8,0.21,Hyderabad,Metro,Food_Delivery,Scooter,1.0,371,Full-Time,63.0,27,7046.39,4.75,1,1.0,1,18.2,11.0,31.5,30.228571428571428,19.4,148.85714285714286,0,1,1,0,1,0.2359,1.03,44.55
ORD_50061,W_e6659cd15e081cc0,ZONE_HYD_01,2026-08-24,92,4,7046.39,6910.46,135.93,330.7,0.0,Hyderabad,Metro,Food_Delivery,Scooter,1.0,371,Full-Time,63.0,27,7046.39,4.75,1,1.0,1,10.4,3.2,30.4,29.17142857142857,21.5,140.14285714285714,0,0,0,1,1,0.1285,1.017,40.17
ORD_50062,W_e6659cd15e081cc0,ZONE_HYD_01,2026-08-31,92,4,7046.39,6921.77,124.62,457.2,0.0,Hyderabad,Metro,Food_Delivery,Scooter,1.0,371,Full-Time,63.0,27,7046.39,4.75,1,1.0,1,8.8,5.3,32.0,30.228571428571428,19.7,159.14285714285714,0,0,0,1,1,0.1392,1.015,40.47
ORD_50063,W_e6659cd15e081cc0,ZONE_HYD_01,2026-09-07,80,7,7046.39,6020.4,1025.99,357.0,0.15,Hyderabad,Metro,Food_Delivery,Scooter,1.0,371,Full-Time,63.0,27,7046.39,4.75,1,1.0,1,26.3,11.7,32.2,31.057142857142857,15.3,156.57142857142858,1,0,1,0,1,0.2599,1.044,46.04
ORD_50064,W_e6659cd15e081cc0,ZONE_HYD_01,2026-09-14,93,4,7046.39,7009.26,37.13,567.9,0.0,Hyderabad,Metro,Food_Delivery,Scooter,1.0,371,Full-Time,63.0,27,7046.39,4.75,1,1.0,1,12.7,5.5,33.4,31.525,10.7,147.5,0,0,0,0,1,0.1392,1.021,40.71
ORD_50065,W_3a0dc0499eeb1040,ZONE_HYD_01,2026-06-22,59,2,4494.13,4439.01,55.12,247.6,0.0,Hyderabad,Metro,E_Commerce,Scooter,1.0,137,Full-Time,40.4,25,4494.13,4.3,1,1.0,1,21.8,14.6,32.6,30.65,17.3,156.25,1,0,1,1,1,0.2496,1.036,45.31
ORD_50066,W_3a0dc0499eeb1040,ZONE_HYD_01,2026-06-29,58,2,4494.13,4378.84,115.29,274.7,0.0,Hyderabad,Metro,E_Commerce,Scooter,1.0,137,Full-Time,40.4,25,4494.13,4.3,1,1.0,1,35.9,10.7,29.8,28.357142857142858,25.4,132.14285714285714,0,0,0,0,1,0.1799,1.06,43.77
ORD_50067,W_3a0dc0499eeb1040,ZONE_HYD_01,2026-07-06,61,3,4494.13,4610.76,0.0,247.4,0.0,Hyderabad,Metro,E_Commerce,Scooter,1.0,137,Full-Time,40.4,25,4494.13,4.3,1,1.0,1,6.2,2.2,33.3,32.27142857142857,25.7,165.28571428571428,0,0,0,0,1,0.1379,1.01,40.22
ORD_50068,W_3a0dc0499eeb1040,ZONE_HYD_01,2026-07-13,51,4,4494.13,3899.96,594.17,181.4,0.15,Hyderabad,Metro,E_Commerce,Scooter,1.0,137,Full-Time,40.4,25,4494.13,4.3,1,1.0,1,26.8,13.6,33.9,31.52857142857143,19.0,155.14285714285714,0,1,1,0,1,0.26,1.045,46.08
ORD_50069,W_3a0dc0499eeb1040,ZONE_HYD_01,2026-07-20,59,2,4494.13,4457.7,36.43,330.1,0.0,Hyderabad,Metro,E_Commerce,Scooter,1.0,137,Full-Time,40.4,25,4494.13,4.3,1,1.0,1,38.8,13.9,30.0,28.61428571428572,25.3,132.85714285714286,0,0,0,0,1,0.1869,1.065,44.24
ORD_50070,W_3a0dc0499eeb1040,ZONE_HYD_01,2026-07-27,48,5,4494.13,3614.56,879.57,194.6,0.201,Hyderabad,Metro,E_Commerce,Scooter,1.0,137,Full-Time,40.4,25,4494.13,4.3,1,1.0,1,70.5,24.9,30.6,28.585714285714285,24.3,137.0,0,0,0,0,1,0.2614,1.118,49.36
ORD_50071,W_3a0dc0499eeb1040,ZONE_HYD_01,2026-08-03,61,3,4494.13,4602.89,0.0,222.1,0.0,Hyderabad,Metro,E_Commerce,Scooter,1.0,137,Full-Time,40.4,25,4494.13,4.3,1,1.0,1,20.5,9.0,30.6,29.442857142857143,20.0,136.28571428571428,0,0,0,0,1,0.1483,1.034,41.56
ORD_50072,W_3a0dc0499eeb1040,ZONE_HYD_01,2026-08-10,62,3,4494.13,4652.57,0.0,250.2,0.0,Hyderabad,Metro,E_Commerce,Scooter,1.0,137,Full-Time,40.4,25,4494.13,4.3,1,1.0,1,12.6,3.6,30.8,29.82857142857143,19.8,137.42857142857142,0,0,0,1,1,0.1314,1.021,40.43
ORD_50073,W_3a0dc0499eeb1040,ZONE_HYD_01,2026-08-17,49,5,4494.13,3683.29,810.84,218.1,0.21,Hyderabad,Metro,E_Commerce,Scooter,1.0,137,Full-Time,40.4,25,4494.13,4.3,1,1.0,1,18.2,11.0,31.5,30.228571428571428,19.4,148.85714285714286,0,1,1,0,1,0.2359,1.03,44.55
ORD_50074,W_3a0dc0499eeb1040,ZONE_HYD_01,2026-08-24,61,3,4494.13,4594.21,0.0,266.1,0.0,Hyderabad,Metro,E_Commerce,Scooter,1.0,137,Full-Time,40.4,25,4494.13,4.3,1,1.0,1,10.4,3.2,30.4,29.17142857142857,21.5,140.14285714285714,0,0,0,1,1,0.1285,1.017,40.17
ORD_50075,W_3a0dc0499eeb1040,ZONE_HYD_01,2026-08-31,62,3,4494.13,4676.55,0.0,238.2,0.0,Hyderabad,Metro,E_Commerce,Scooter,1.0,137,Full-Time,40.4,25,4494.13,4.3,1,1.0,1,8.8,5.3,32.0,30.228571428571428,19.7,159.14285714285714,0,0,0,1,1,0.1392,1.015,40.47
